place,state,date,office,title_case_winner,number_of_candidates,number_of_rounds,final_round_vote,final_round_percent,first_round_vote,first_round_percent,first_round_place,number_of_first_round_valid_votes,number_of_final_round_active_votes,total,final_round_winner_votes_over_first_round_valid,final_round_inactive,winners_consensus_value,condorcet,total_fully_ranked,ranked_multiple,first_round_undervote,first_round_overvote,later_round_inactive_by_overvote,later_round_inactive_by_abstention,later_round_inactive_by_ranking_limit,includes_duplicates,includes_skipped,top2_winners_vote_increased,top2_winners_fraction,top2_majority,top2_winner_over_40,effective_ballot_length_str,undervote,total_overvote,total_exhausted_by_overvote,ranked2,ranked_winner,two_repeated,three_repeated,total_skipped,irregular,total_exhausted,total_exhausted_not_by_overvote,total_involuntarily_exhausted,minneapolis_undervote,minneapolis_total,total_voluntarily_exhausted,come_from_behind,number_of_rounds,finalists,winner,exhausted_by_undervote,naive_tally,candidates,count_duplicates,any_repeat,validly_ranked_winner,margin_when_2_left,margin_when_winner_has_majority,"precinct_estimate(black,precinct_percent_cvap,precinct_participation)","precinct_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(black,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(white,precinct_percent_cvap,precinct_participation)","precinct_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(white,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_cvap,precinct_participation)","precinct_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_sov,precinct_participation)","precinct_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_sov,precinct_overvotes)","precinct_estimate(asian,precinct_percent_cvap,precinct_participation)","precinct_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(asian,precinct_percent_sov,precinct_participation)","precinct_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_sov,precinct_overvotes)","precinct_estimate(other,precinct_percent_cvap,precinct_participation)","precinct_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(other,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(black,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(black,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(white,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(white,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_sov,precinct_participation)","ethnicity_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_sov,precinct_participation)","ethnicity_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(other,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(other,precinct_percent_cvap,precinct_overvotes)",cvap_totals,asian_ethnic_cvap_totals,black_ethnic_cvap_totals,latin_ethnic_cvap_totals,white_ethnic_cvap_totals
San Leandro,CA,2014,Member City Council District 3,Lee Thomas,3,1,7671,0.5404396223756517,7671,0.5404396223756517,1,14194,14194,17200,0.5404396223756517,0,0.841552768775539,True,8161,9951,2978,28,0,0,0,2954,129,True,0.5728476821192053,True,True,0: 3006; 1: 4243; 2: 1790; 3: 8161,2978,58,28,1790,11950,820,2134,129,3098,3006,2978,0,3006,14194,3006,False,1,"('LEE THOMAS', 'VICTOR AGUILAR', 'ALLEN SCHOENFELD')",LEE THOMAS,0,"Counter({'LEE THOMAS': 7649, 'VICTOR AGUILAR': 4561, -1: 3040, 'ALLEN SCHOENFELD': 1923, -2: 27})","{'VICTOR AGUILAR', 'ALLEN SCHOENFELD', 'LEE THOMAS'}","Counter({1: 11249, 0: 2997, 3: 2134, 2: 820})",2954,11945,2629,3076,0,0,0,0,0,0,0,0,0,2336.6742330535944,2336.6742330535944,9.83564853101994,0,0,0,2282.4645362108477,2282.4645362108477,10.185608905434842,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.0018954350885,2806.0018954350885,20.2642160639308,0.0,0.0,0.0,2739.1958342875173,2739.1958342875173,32.67573374730557,0.0,0.0,0.0,0,0,0,0,0
San Leandro,CA,2014,Member City Council District 5,Corina Lopez,3,1,7906,0.5384091528193953,7906,0.5384091528193953,1,14684,14684,17200,0.5384091528193953,0,0.8462952873876328,True,8630,10389,2481,35,0,0,0,3045,95,True,0.6354535548896758,True,True,0: 2516; 1: 4295; 2: 1759; 3: 8630,2481,75,35,1759,12437,755,2290,95,3183,2516,2481,0,2516,14684,2516,False,1,"('CORINA LOPEZ', 'LEAH HALL', 'MIA OUSLEY')",CORINA LOPEZ,0,"Counter({'CORINA LOPEZ': 7887, 'LEAH HALL': 3475, 'MIA OUSLEY': 3273, -1: 2530, -2: 35})","{'LEAH HALL', 'CORINA LOPEZ', 'MIA OUSLEY'}","Counter({1: 11654, 0: 2501, 3: 2290, 2: 755})",3045,12427,4768,4420,0,0,0,0,0,0,0,0,0,2401.926564877291,2401.926564877291,12.2959567790566,0,0,0,2338.500173122588,2338.500173122588,12.066475816154146,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.220868914812,2607.220868914812,7.1100061036039515,0.0,0.0,0.0,2317.7569116740924,2317.7569116740924,19.578052108712694,0.0,0.0,0.0,0,0,0,0,0
Cambridge,MA,2015,City Council,"Simmons, E. Denise",30,25,6531,0.5045580964153276,1715,0.09605690601545872,2,17854,12944,17959,0.3658003808670326,4910,0.2649826369441022,True,419,16544,57,69,27,4883,0,0,554,True,0.3658003808670326,False,False,0: 105; 1: 1310; 2: 1332; 3: 2674; 4: 2018; 5: 2153; 6: 1832; 7: 1553; 8: 1200; 9: 1628; 10: 663; 11: 303; 12: 218; 13: 99; 14: 99; 15: 51; 16: 43; 17: 28; 18: 23; 19: 25; 20: 32; 21: 43; 22: 108; 23: 419,57,120,75,1332,8654,0,0,554,640,5015,4940,0,105,17854,5015,True,25,"('Simmons, E. Denise', 'Mazen, Nadeem A.')","Simmons, E. Denise",0,"Counter({'Mazen, Nadeem A.': 1925, 'Simmons, E. Denise': 1699, 'Maher, David P.': 1632, 'Kelley, Craig A.': 1425, 'Toomey, Jr., Timothy J.': 1411, 'Devereux, Jan': 1306, 'McGovern, Marc C.': 1200, 'Cheung, Leland': 1185, 'Benzan, Dennis A.': 1148, 'vanBeuzekom, Minka Y.': 1014, 'Carlone, Dennis J.': 997, 'Davidson, Mariko': 851, 'Connolly, Mike': 838, 'Waite, Romaine': 272, 'Mahoney, Jr., Paul F.': 250, 'Levy, Ilan S.': 152, -1: 120, 'Mello, Gary W.': 116, 'Moree, Gregg J.': 77, 'Courtney, Kim': 72, 'Williamson, James M.': 69, -2: 68, 'Degoes, Jr., Plinio T.': 51, 'Sanzone, John': 32, 'Dietrich, Xavier': 25, 'Write-In 1': 24})","{'vanBeuzekom, Minka Y.', 'Dietrich, Xavier', 'Cheung, Leland', 'Davidson, Mariko', 'Mahoney, Jr., Paul F.', 'Write-In 3', 'Write-In 1', 'Kelley, Craig A.', 'Simmons, E. Denise', 'Carlone, Dennis J.', 'Benzan, Dennis A.', 'Mello, Gary W.', 'Write-In 2', 'Moree, Gregg J.', 'Write-In 4', 'Write-In 7', 'Connolly, Mike', 'Write-In 6', 'Write-In 5', 'Sanzone, John', 'Courtney, Kim', 'Williamson, James M.', 'Waite, Romaine', 'Levy, Ilan S.', 'Maher, David P.', 'Toomey, Jr., Timothy J.', 'Devereux, Jan', 'McGovern, Marc C.', 'Degoes, Jr., Plinio T.', 'Mazen, Nadeem A.'}","Counter({1: 17854, 0: 105})",0,8654,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2015,School Committee,"Nolan, Patricia M.",17,12,7481,0.6081619380538168,3006,0.17896052866583317,1,16797,12301,17859,0.44537715068166933,4496,0.42358754539501103,True,892,13787,1019,49,19,4477,0,0,345,True,0.44537715068166933,False,True,0: 1062; 1: 3010; 2: 2343; 3: 3268; 4: 2131; 5: 2023; 6: 1655; 7: 666; 8: 304; 9: 207; 10: 298; 11: 892,1019,76,62,2343,9462,0,0,345,402,5558,5496,0,1062,16797,5558,False,12,"('Nolan, Patricia M.', 'Fantini, Alfred B.')","Nolan, Patricia M.",0,"Counter({'Nolan, Patricia M.': 2995, 'Fantini, Alfred B.': 2708, 'Harding, Jr., Richard': 1961, 'Kelly, Kathleen M.': 1691, 'Bowman, Manikka L.': 1477, 'Cronin, Fran Albin': 1411, 'Dexter, Emily R.': 1392, 'Crutchfield, Jake W.': 1216, -1: 1135, 'Weinstein, David J.': 691, 'Cisternino, Pia': 652, 'Kadete, Elechi M.': 422, 'Write-In 1': 61, -2: 46, 'Write-In 2': 1})","{'Write-In 2', 'Write-In 4', 'Cisternino, Pia', 'Cronin, Fran Albin', 'Nolan, Patricia M.', 'Write-In 5', 'Write-In 6', 'Write-In 3', 'Dexter, Emily R.', 'Harding, Jr., Richard', 'Kelly, Kathleen M.', 'Kadete, Elechi M.', 'Crutchfield, Jake W.', 'Write-In 1', 'Bowman, Manikka L.', 'Fantini, Alfred B.', 'Weinstein, David J.'}","Counter({1: 16797, 0: 1062})",0,9462,2661,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2015,Board of Supervisors District 3,Aaron Peskin,3,1,8767,0.5251587396669463,8767,0.5251587396669463,1,16694,16694,17554,0.5251587396669463,0,0.6695818857074398,True,4478,7979,819,41,0,0,0,2083,136,True,0.5343836108781598,True,True,0: 860; 1: 8715; 2: 3501; 3: 4478,819,63,41,3501,11183,356,1727,136,2252,860,819,0,860,16694,860,False,1,"('AARON PESKIN', 'JULIE CHRISTENSEN', 'WILMA PANG')",AARON PESKIN,0,"Counter({'AARON PESKIN': 8740, 'JULIE CHRISTENSEN': 7243, -1: 883, 'WILMA PANG': 652, -2: 36})","{'AARON PESKIN', 'JULIE CHRISTENSEN', 'WILMA PANG'}","Counter({1: 14621, 3: 1727, 0: 850, 2: 356})",2083,11178,1426,1500,0,0,0,0,0,0,0,0,0,929.4473352408784,929.4473352408784,3.311940888095897,0,0,0,3993.6510247772153,3993.6510247772153,19.9231127060574,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.8069460537348,768.8069460537348,1.2256521423394401e-16,0.0,0.0,0.0,4033.0760455054256,4033.0760455054256,55.37203442604879,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2015,Mayor,Ed Lee,12,1,105771,0.5575492733531182,105771,0.5575492733531182,1,189707,189707,203069,0.5575492733531182,0,0.6236406669232026,True,84870,102755,12741,621,0,0,0,22398,1438,True,0.5966622212148207,True,True,0: 13362; 1: 86952; 2: 17885; 3: 84870,12741,1043,621,17885,118380,4111,18287,1438,24653,13362,12741,0,13362,189707,13362,False,1,"('ED LEE', 'FRANCISCO HERRERA', 'AMY FARAH WEISS', 'STUART SCHUFFMAN', 'KENT GRAHAM', 'REED MARTIN', 'WRITE-IN - MICHAEL PETRELIS', 'WRITE-IN - ROBERT L. JORDAN, JR.', 'WRITE-IN - KARLA GOTTSCHALK (a.k.a BELLE STARR)', 'WRITE-IN - DANIEL C KAPPLER', 'WRITE-IN - JOHN E. FITCH')",ED LEE,0,"Counter({'ED LEE': 105298, 'FRANCISCO HERRERA': 28638, 'AMY FARAH WEISS': 23099, 'STUART SCHUFFMAN': 18211, -1: 13772, 'KENT GRAHAM': 8775, 'REED MARTIN': 4612, -2: 605, 'WRITE-IN - MICHAEL PETRELIS': 36, 'WRITE-IN - ROBERT L. JORDAN, JR.': 7, 'WRITE-IN - KARLA GOTTSCHALK (a.k.a BELLE STARR)': 6, 'WRITE-IN - JOHN E. FITCH': 5, 'WRITE-IN - DANIEL C KAPPLER': 5})","{'WRITE-IN - MICHAEL PETRELIS', 'FRANCISCO HERRERA', 'ED LEE', 'WRITE-IN - JOHN E. FITCH', 'WRITE-IN - ROBERT L. JORDAN, JR.', 'WRITE-IN - DANIEL C KAPPLER', 'REED MARTIN', 'AMY FARAH WEISS', 'STUART SCHUFFMAN', 'WRITE-IN - KARLA GOTTSCHALK (a.k.a BELLE STARR)', 'WRITE-IN - IGNACIO L. NUNEZ', 'KENT GRAHAM'}","Counter({1: 167630, 3: 18287, 0: 13041, 2: 4111})",22398,118309,58150,76966,0,0,0,0,0,0,0,0,0,19482.297854440105,19482.297854440105,121.5056690408885,0,0,0,36905.097160910336,36905.097160910336,202.01248494259318,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20694.484729283802,20694.484729283802,370.33796808317544,0.0,0.0,0.0,37860.43962379984,37860.43962379984,206.52754136176787,0.0,0.0,0.0,0,0,0,0,0
San Francisco,CA,2015,Sheriff,Vicki Hennessy,3,1,113349,0.609957434443123,113349,0.609957434443123,1,185831,185831,203069,0.609957434443123,0,0.7965463243484672,True,53191,90824,17001,237,0,0,0,26727,996,True,0.6377676491005269,True,True,0: 17238; 1: 95007; 2: 37633; 3: 53191,17001,469,237,37633,148076,5458,21269,996,28024,17238,17001,0,17238,185831,17238,False,1,"('VICKI HENNESSY', 'ROSS MIRKARIMI', 'JOHN ROBINSON')",VICKI HENNESSY,0,"Counter({'VICKI HENNESSY': 113111, 'ROSS MIRKARIMI': 61249, -1: 17548, 'JOHN ROBINSON': 10928, -2: 233})","{'JOHN ROBINSON', 'VICKI HENNESSY', 'ROSS MIRKARIMI'}","Counter({1: 159184, 3: 21269, 0: 17158, 2: 5458})",26727,148023,55112,51903,0,0,0,0,0,0,0,0,0,18936.914532781157,18936.914532781157,52.540833274844445,0,0,0,35887.179049286584,35887.179049286584,97.09753804019674,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19017.303852610192,19017.303852610192,129.14156347488264,0.0,0.0,0.0,34101.480837755495,34101.480837755495,169.1130559109877,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2016,CouncilD2,Cheryl Davila,3,2,3451,0.5124740124740125,2215,0.3103110114878117,2,7138,6734,8123,0.4834687587559541,404,0.7636592883160549,True,3584,5265,968,17,1,403,0,1252,36,True,0.4834687587559541,False,True,0: 985; 1: 1873; 2: 1681; 3: 3584,968,29,18,1681,5456,400,852,36,1311,1389,1371,0,985,7138,1389,True,2,"('CHERYL DAVILA', 'DARRYL MOORE')",CHERYL DAVILA,0,"Counter({'DARRYL MOORE': 2827, 'CHERYL DAVILA': 2206, 'NANCI IRA ARMSTRONG-TEMPLE': 2083, -1: 990, -2: 17})","{'NANCI IRA ARMSTRONG-TEMPLE', 'CHERYL DAVILA', 'DARRYL MOORE'}","Counter({1: 5892, 0: 979, 3: 852, 2: 400})",1252,5451,168,168,0,0,0,0,0,0,0,0,0,730.7716242453444,689.6168408867903,3.028885353127241,0,0,0,430.90892151556346,406.2742522324596,1.7163833508490363,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.562892895391,731.1740697265366,8.18755180411043,0.0,0.0,0.0,80.09739229940189,2.5742337567501148e-11,8.580187791646112e-14,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2016,CouncilD3,Ben Bartlett,4,1,4060,0.5703849395897724,4060,0.5703849395897724,1,7118,7118,8276,0.5703849395897724,0,0.8286035403203147,True,3823,5170,1143,15,0,0,0,961,46,True,0.6683057038493959,True,True,0: 1158; 1: 1948; 2: 1347; 3: 3823,1143,22,15,1347,5900,306,655,46,1018,1158,1143,0,1158,7118,1158,False,1,"('BEN BARTLETT', 'DEBORAH MATTHEWS', 'MARK A. COPLAN', 'AL G. MURRAY')",BEN BARTLETT,0,"Counter({'BEN BARTLETT': 4048, 'DEBORAH MATTHEWS': 1478, 'MARK A. COPLAN': 1439, -1: 1167, 'AL G. MURRAY': 129, -2: 15})","{'AL G. MURRAY', 'BEN BARTLETT', 'DEBORAH MATTHEWS', 'MARK A. COPLAN'}","Counter({1: 6162, 0: 1153, 3: 655, 2: 306})",961,5898,2780,2578,0,0,0,0,0,0,0,0,0,572.738278873322,572.738278873322,1.794334214050605,0,0,0,517.73537892973,517.73537892973,1.62257984906181,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.3043078976321,476.3043078976321,5.4845372172105185,0.0,0.0,0.0,34.75034094133895,34.75034094133895,0.7992777903296281,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2016,CouncilD5,Sophie Hahn,2,1,5821,0.6243698380349673,5821,0.6243698380349673,1,9323,9323,10247,0.6243698380349673,0,0.7626300547034216,True,3633,3633,920,4,0,0,0,2522,62,False,0.6243698380349673,True,True,0: 924; 1: 5690; 2: 3633,920,11,4,3633,7111,827,1695,62,2582,924,920,0,924,9323,924,False,1,"('SOPHIE HAHN', 'STEPHEN MURPHY')",SOPHIE HAHN,0,"Counter({'SOPHIE HAHN': 5810, 'STEPHEN MURPHY': 3495, -1: 938, -2: 4})","{'STEPHEN MURPHY', 'SOPHIE HAHN'}","Counter({1: 6802, 3: 1695, 0: 923, 2: 827})",2522,7110,2319,2319,0,0,0,0,0,0,0,0,0,335.25273706834287,335.25273706834287,0.4675220636484269,0,0,0,678.902868484322,678.902868484322,0.7712758847573644,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.56772676608968,48.56772676608968,12.459741244104555,0.0,0.0,0.0,497.8705360900634,497.8705360900634,3.2452335061702185e-10,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2016,CouncilD6,Susan Wengraf,3,1,4358,0.5840257303671937,4358,0.5840257303671937,1,7462,7462,8478,0.5840257303671937,0,0.8259179844545699,True,3107,4719,1011,5,0,0,0,952,45,True,0.631466094880729,True,True,0: 1016; 1: 2743; 2: 1612; 3: 3107,1011,13,5,1612,6164,247,705,45,1004,1016,1011,0,1016,7462,1016,False,1,"('SUSAN WENGRAF', 'FRED DODSWORTH', 'ISABELLE GASTON')",SUSAN WENGRAF,0,"Counter({'SUSAN WENGRAF': 4344, 'FRED DODSWORTH': 2168, -1: 1036, 'ISABELLE GASTON': 925, -2: 5})","{'SUSAN WENGRAF', 'ISABELLE GASTON', 'FRED DODSWORTH'}","Counter({1: 6513, 0: 1013, 3: 705, 2: 247})",952,6163,2173,2183,0,0,0,0,0,0,0,0,0,304.8295940906417,304.8295940906417,0.62181247514959,0,0,0,600.545694477561,600.545694477561,1.0240386890361655,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4160905520426446e-21,2.4160905520426446e-21,3.340457697742019,0.0,0.0,0.0,2.7713154238947983e-13,2.7713154238947983e-13,4.9019458324309316e-11,0.0,0.0,0.0,0,0,0,0,0
Berkeley,CA,2016,Mayor,Jesse Arregu�n,8,4,29499,0.5038688188572893,29039,0.4909880968483701,1,59144,58545,63744,0.4987657243338293,599,0.7248072501014473,True,32923,45224,4399,201,9,565,25,6632,275,True,0.5659576626538617,True,True,0: 4600; 1: 13920; 2: 12301; 3: 32923,4399,378,210,12301,42925,2189,4443,275,7201,5199,4989,25,4600,59144,5174,False,4,"('JESSE ARREGU�N', 'LAURIE CAPITELLI', 'KRISS WORTHINGTON', 'BEN GOULD', 'ZACHARY RUNNINGWOLF')",JESSE ARREGU�N,0,"Counter({'JESSE ARREGU�N': 28984, 'LAURIE CAPITELLI': 18957, 'KRISS WORTHINGTON': 4730, -1: 4554, 'BEN GOULD': 1732, 'BERNT RAINER WAHL': 1667, 'ZACHARY RUNNINGWOLF': 1606, ""GUY ''MIKE'' LEE"": 947, 'NAOMI D. PETE': 371, -2: 196})","{""GUY ''MIKE'' LEE"", 'ZACHARY RUNNINGWOLF', 'KRISS WORTHINGTON', 'BEN GOULD', 'NAOMI D. PETE', 'JESSE ARREGU�N', 'LAURIE CAPITELLI', 'BERNT RAINER WAHL'}","Counter({1: 52649, 0: 4463, 3: 4443, 2: 2189})",6632,42868,12030,10098,0,0,0,0,0,0,0,0,0,4327.214897121094,4277.437019774996,29.372230531221078,0,0,0,5779.546729153604,5719.704278333227,33.19866169096884,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2884.537571282251,2619.7762721308086,87.89798267723695,0.0,0.0,0.0,3849.137495738521,3751.2133613597402,5.185783834002127e-17,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2016,Attorney,Barbara J. Parker,1,1,128029,1.0,128029,1.0,1,128029,128029,177631,1.0,0,1.0,True,128029,0,49454,148,0,0,0,58230,3924,False,1.0,True,True,0: 49602; 1: 128029,49454,185,148,0,128052,4269,53961,3924,60882,49602,49454,0,49602,128029,49602,False,1,"('BARBARA J. PARKER',)",BARBARA J. PARKER,0,"Counter({'BARBARA J. PARKER': 125162, -1: 52341, -2: 128})",{'BARBARA J. PARKER'},"Counter({1: 69822, 3: 53961, 0: 49579, 2: 4269})",58230,128029,128029,128029,0,0,0,0,0,0,0,0,0,15247.78888859839,15247.78888859839,31.896738906415838,0,0,0,11994.954836873565,11994.954836873565,22.428715385475304,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18353.940214369843,18353.940214369843,135.67418226391192,0.0,0.0,0.0,9739.077994116036,9739.077994116036,94.04130231936426,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2016,CouncilAtLrg,Rebecca Kaplan,5,1,83365,0.5209531070339449,83365,0.5209531070339449,1,160024,160024,177631,0.5209531070339449,0,0.7826825976103584,True,96039,120899,16353,1254,0,0,0,29512,1693,True,0.6335299705044244,True,True,0: 17607; 1: 39125; 2: 24860; 3: 96039,16353,1880,1254,24860,125533,9440,20072,1693,32582,17607,16353,0,17607,160024,17607,False,1,"('REBECCA KAPLAN', 'PEGGY MOORE', 'BRUCE QUAN', ""FRANCIS ''MATT'' HUMMEL"", 'NANCY SIDEBOTHAM')",REBECCA KAPLAN,0,"Counter({'REBECCA KAPLAN': 83009, 'PEGGY MOORE': 31735, 'BRUCE QUAN': 27058, -1: 17354, ""FRANCIS ''MATT'' HUMMEL"": 11524, 'NANCY SIDEBOTHAM': 5724, -2: 1227})","{""FRANCIS ''MATT'' HUMMEL"", 'NANCY SIDEBOTHAM', 'REBECCA KAPLAN', 'PEGGY MOORE', 'BRUCE QUAN'}","Counter({1: 131095, 3: 20072, 0: 17024, 2: 9440})",29512,125248,55373,51440,0,0,0,0,0,0,0,0,0,18657.425325850218,18657.425325850218,287.00811482580986,0,0,0,15040.068156579564,15040.068156579564,182.13238863873866,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18699.069428551127,18699.069428551127,965.3096364883069,0.0,0.0,0.0,13114.465318745604,13114.465318745604,251.04463488041947,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2016,CouncilD1,Dan Kalb,2,1,25102,0.8092459460330765,25102,0.8092459460330765,1,31019,31019,37139,0.8092459460330765,0,0.8962893710306586,True,11020,11020,6098,22,0,0,0,9357,434,False,0.8092459460330765,True,True,0: 6120; 1: 19999; 2: 11020,6098,49,22,11020,27809,3461,5896,434,9747,6120,6098,0,6120,31019,6120,False,1,"('DAN KALB', 'KEVIN M. CORBETT')",DAN KALB,0,"Counter({'DAN KALB': 24955, -1: 6331, 'KEVIN M. CORBETT': 5832, -2: 21})","{'KEVIN M. CORBETT', 'DAN KALB'}","Counter({1: 21669, 0: 6113, 3: 5896, 2: 3461})",9357,27802,19185,19185,0,0,0,0,0,0,0,0,0,1775.6794026235948,1775.6794026235948,2.8796447590268235,0,0,0,2168.061922066981,2168.061922066981,3.471343496220504,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.4998551094855,547.4998551094855,13.598745894501434,0.0,0.0,0.0,1959.3641827945032,1959.3641827945032,23.69509278749606,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2016,CouncilD3,Lynette Gibson Mcelhaney,2,1,13147,0.5653407869275424,13147,0.5653407869275424,1,23255,23255,28936,0.5653407869275424,0,0.7463771231993119,True,11657,11657,5625,56,0,0,0,8509,392,False,0.5653407869275424,True,True,0: 5681; 1: 11598; 2: 11657,5625,97,56,11657,17364,3884,4625,392,8892,5681,5625,0,5681,23255,5681,False,1,"('LYNETTE GIBSON MCELHANEY', 'NONI D. SESSION')",LYNETTE GIBSON MCELHANEY,0,"Counter({'LYNETTE GIBSON MCELHANEY': 13025, 'NONI D. SESSION': 10026, -1: 5829, -2: 56})","{'NONI D. SESSION', 'LYNETTE GIBSON MCELHANEY'}","Counter({1: 14762, 0: 5665, 3: 4625, 2: 3884})",8509,17357,3039,3039,0,0,0,0,0,0,0,0,0,1945.672888628003,1945.672888628003,8.178737947610708,0,0,0,2297.3833704916888,2297.3833704916888,10.190390610357538,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078.8408605421137,2078.8408605421137,2.2098920426312284e-13,0.0,0.0,0.0,1941.636715303758,1941.636715303758,30.064363257740784,0.0,0.0,0.0,0,0,0,0,0
Oakland,CA,2016,CouncilD5,Noel Gallo,2,1,7838,0.5642502339644374,7838,0.5642502339644374,1,13891,13891,16317,0.5642502339644374,0,0.7930314592181988,True,6506,6506,2378,48,0,0,0,6142,284,False,0.5642502339644374,True,True,0: 2426; 1: 7385; 2: 6506,2378,71,48,6506,11025,2539,3603,284,6402,2426,2378,0,2426,13891,2426,False,1,"('NOEL GALLO', 'VIOLA GONZALES')",NOEL GALLO,0,"Counter({'NOEL GALLO': 7775, 'VIOLA GONZALES': 6002, -1: 2493, -2: 47})","{'NOEL GALLO', 'VIOLA GONZALES'}","Counter({1: 7760, 3: 3603, 2: 2539, 0: 2415})",6142,11016,1785,1785,0,0,0,0,0,0,0,0,0,3452.8952884990463,3452.8952884990463,22.17614333853136,0,0,0,1580.2409539265611,1580.2409539265611,8.53683310948429,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261.332426031044,3261.332426031044,56.00265943959622,0.0,0.0,0.0,840.0944414272167,840.0944414272167,50.234313856807574,0.0,0.0,0.0,0,0,0,0,0
