ranks,ballotID,rank1,rank2,rank3,rank4
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",800,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley']",801,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'skipped']",802,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",803,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",804,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",805,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",806,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",807,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",808,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped']",809,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,skipped
"['Harvey Curley', 'Larry Edwards', 'skipped', 'skipped']",810,Harvey Curley,Larry Edwards,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",811,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'skipped']",812,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'skipped']",813,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",814,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",815,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",816,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",817,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",818,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",819,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['skipped', 'skipped', 'skipped', 'skipped']",820,skipped,skipped,skipped,skipped
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",821,Sarah A. Lucido,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido']",822,Mary Hall-Rayford,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",823,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",824,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",825,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",826,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",827,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",828,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Harvey Curley', 'Sarah A. Lucido', 'Sarah A. Lucido']",829,Harvey Curley,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Mary Hall-Rayford']",830,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido,Mary Hall-Rayford
"['skipped', 'skipped', 'skipped', 'skipped']",831,skipped,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped']",832,skipped,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",833,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford']",834,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
"['Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford']",835,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",836,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Larry Edwards', 'Mary Hall-Rayford', 'skipped', 'skipped']",837,Larry Edwards,Mary Hall-Rayford,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",838,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley']",839,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",840,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",841,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",842,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",843,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",844,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['writein', 'writein', 'writein', 'writein']",845,writein,writein,writein,writein
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",846,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",847,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",848,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",849,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford']",850,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",851,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford']",852,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",853,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",854,Sarah A. Lucido,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped']",855,skipped,skipped,skipped,skipped
"['skipped', 'skipped', 'skipped', 'skipped']",856,skipped,skipped,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley']",857,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",858,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",859,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",860,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",861,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",862,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",863,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",864,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",865,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",866,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",867,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",868,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido']",869,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",870,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido']",871,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",872,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards']",873,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
"['Harvey Curley', 'Harvey Curley', 'Harvey Curley', 'Harvey Curley']",874,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
"['Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido']",875,Harvey Curley,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",876,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",877,Mary Hall-Rayford,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",878,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",879,Sarah A. Lucido,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley']",880,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
"['Mary Hall-Rayford', 'writein', 'writein', 'writein']",881,Mary Hall-Rayford,writein,writein,writein
"['Sarah A. Lucido', 'Sarah A. Lucido', 'skipped', 'skipped']",882,Sarah A. Lucido,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",883,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",884,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Larry Edwards', 'writein', 'Sarah A. Lucido']",885,Harvey Curley,Larry Edwards,writein,Sarah A. Lucido
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",886,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Larry Edwards', 'Sarah A. Lucido', 'skipped', 'skipped']",887,Larry Edwards,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",888,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",889,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",890,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford']",891,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",892,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",893,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",894,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",895,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",896,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",897,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",898,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",899,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",900,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",901,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",902,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",903,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Larry Edwards', 'Mary Hall-Rayford', 'skipped', 'skipped']",904,Larry Edwards,Mary Hall-Rayford,skipped,skipped
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",905,Mary Hall-Rayford,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",906,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",907,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido']",908,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",909,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",910,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido']",911,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",912,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped']",913,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",914,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",915,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido', 'skipped']",916,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",917,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley']",918,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",919,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",920,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",921,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",922,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",923,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",924,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",925,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",926,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'Harvey Curley', 'Harvey Curley', 'Harvey Curley']",927,Harvey Curley,Harvey Curley,Harvey Curley,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",928,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",929,Sarah A. Lucido,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",930,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford']",931,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",932,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",933,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",934,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",935,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",936,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",937,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['overvote', 'skipped', 'skipped', 'skipped']",938,overvote,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",939,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",940,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",941,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",942,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Mary Hall-Rayford', 'skipped', 'skipped']",943,Harvey Curley,Mary Hall-Rayford,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",944,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",945,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",946,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",947,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Larry Edwards', 'skipped', 'skipped']",948,Harvey Curley,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",949,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Larry Edwards', 'skipped', 'skipped']",950,Harvey Curley,Larry Edwards,skipped,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido']",951,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'Harvey Curley', 'Harvey Curley']",952,Harvey Curley,Sarah A. Lucido,Harvey Curley,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",953,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido']",954,Larry Edwards,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",955,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",956,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",957,Sarah A. Lucido,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Larry Edwards', 'writein', 'writein']",958,Sarah A. Lucido,Larry Edwards,writein,writein
"['Harvey Curley', 'writein', 'skipped', 'skipped']",959,Harvey Curley,writein,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",960,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",961,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",962,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",963,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",964,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",965,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Mary Hall-Rayford', 'Harvey Curley', 'skipped', 'skipped']",966,Mary Hall-Rayford,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",967,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",968,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
